10:56:54 -> Populating pitcher ID#s
10:56:56 -> Successful query, finding number of pages in pitching leaderboard
10:56:56 -> Num pages in pitching leaderboard: 305 
11:10:00 -> Parsing page 119 of 584 (Batters leaderboard)
11:10:03 -> Parsing page 120 of 584 (Batters leaderboard)
11:10:05 -> Parsing page 121 of 584 (Batters leaderboard)
11:10:08 -> Parsing page 122 of 584 (Batters leaderboard)
11:10:10 -> Parsing page 123 of 584 (Batters leaderboard)
11:10:12 -> Parsing page 124 of 584 (Batters leaderboard)
11:10:14 -> Parsing page 125 of 584 (Batters leaderboard)
11:10:17 -> Parsing page 126 of 584 (Batters leaderboard)
11:10:19 -> Parsing page 127 of 584 (Batters leaderboard)
11:10:21 -> Parsing page 128 of 584 (Batters leaderboard)
11:10:23 -> Parsing page 129 of 584 (Batters leaderboard)
11:10:26 -> Parsing page 130 of 584 (Batters leaderboard)
11:10:28 -> Parsing page 131 of 584 (Batters leaderboard)
11:10:30 -> Parsing page 132 of 584 (Batters leaderboard)
11:10:33 -> Parsing page 133 of 584 (Batters leaderboard)
11:10:35 -> Parsing page 134 of 584 (Batters leaderboard)
11:10:37 -> Parsing page 135 of 584 (Batters leaderboard)
11:10:40 -> Parsing page 136 of 584 (Batters leaderboard)
11:10:42 -> Parsing page 137 of 584 (Batters leaderboard)
11:10:44 -> Parsing page 138 of 584 (Batters leaderboard)
11:10:47 -> Parsing page 139 of 584 (Batters leaderboard)
11:10:49 -> Parsing page 140 of 584 (Batters leaderboard)
11:10:52 -> Parsing page 141 of 584 (Batters leaderboard)
11:10:54 -> Parsing page 142 of 584 (Batters leaderboard)
11:10:56 -> Parsing page 143 of 584 (Batters leaderboard)
11:10:58 -> Parsing page 144 of 584 (Batters leaderboard)
11:11:01 -> Parsing page 145 of 584 (Batters leaderboard)
11:11:03 -> Parsing page 146 of 584 (Batters leaderboard)
11:11:05 -> Parsing page 147 of 584 (Batters leaderboard)
11:11:07 -> Parsing page 148 of 584 (Batters leaderboard)
11:11:10 -> Parsing page 149 of 584 (Batters leaderboard)
11:11:15 -> Parsing page 150 of 584 (Batters leaderboard)
11:11:17 -> Parsing page 151 of 584 (Batters leaderboard)
11:11:19 -> Parsing page 152 of 584 (Batters leaderboard)
11:11:22 -> Parsing page 153 of 584 (Batters leaderboard)
11:11:24 -> Parsing page 154 of 584 (Batters leaderboard)
11:11:26 -> Parsing page 155 of 584 (Batters leaderboard)
11:11:29 -> Parsing page 156 of 584 (Batters leaderboard)
11:11:31 -> Parsing page 157 of 584 (Batters leaderboard)
11:11:34 -> Parsing page 158 of 584 (Batters leaderboard)
11:11:36 -> Parsing page 159 of 584 (Batters leaderboard)
11:11:38 -> Parsing page 160 of 584 (Batters leaderboard)
11:11:41 -> Parsing page 161 of 584 (Batters leaderboard)
11:11:43 -> Parsing page 162 of 584 (Batters leaderboard)
11:11:47 -> Parsing page 163 of 584 (Batters leaderboard)
11:11:50 -> Parsing page 164 of 584 (Batters leaderboard)
11:11:54 -> Parsing page 165 of 584 (Batters leaderboard)
11:11:56 -> Parsing page 166 of 584 (Batters leaderboard)
11:11:59 -> Parsing page 167 of 584 (Batters leaderboard)
11:12:01 -> Parsing page 168 of 584 (Batters leaderboard)
11:12:03 -> Parsing page 169 of 584 (Batters leaderboard)
11:12:06 -> Parsing page 170 of 584 (Batters leaderboard)
11:12:08 -> Parsing page 171 of 584 (Batters leaderboard)
11:12:11 -> Parsing page 172 of 584 (Batters leaderboard)
11:12:13 -> Parsing page 173 of 584 (Batters leaderboard)
11:12:16 -> Parsing page 174 of 584 (Batters leaderboard)
11:12:18 -> Parsing page 175 of 584 (Batters leaderboard)
11:12:20 -> Parsing page 176 of 584 (Batters leaderboard)
11:12:22 -> Parsing page 177 of 584 (Batters leaderboard)
11:12:25 -> Parsing page 178 of 584 (Batters leaderboard)
11:12:28 -> Parsing page 179 of 584 (Batters leaderboard)
11:12:30 -> Parsing page 180 of 584 (Batters leaderboard)
11:12:32 -> Parsing page 181 of 584 (Batters leaderboard)
11:12:35 -> Parsing page 182 of 584 (Batters leaderboard)
11:12:37 -> Parsing page 183 of 584 (Batters leaderboard)
11:12:40 -> Parsing page 184 of 584 (Batters leaderboard)
11:12:42 -> Parsing page 185 of 584 (Batters leaderboard)
11:12:44 -> Parsing page 186 of 584 (Batters leaderboard)
11:12:47 -> Parsing page 187 of 584 (Batters leaderboard)
11:12:49 -> Parsing page 188 of 584 (Batters leaderboard)
11:12:52 -> Parsing page 189 of 584 (Batters leaderboard)
11:12:54 -> Parsing page 190 of 584 (Batters leaderboard)
11:12:56 -> Parsing page 191 of 584 (Batters leaderboard)
11:12:59 -> Parsing page 192 of 584 (Batters leaderboard)
11:13:02 -> Parsing page 193 of 584 (Batters leaderboard)
11:13:04 -> Parsing page 194 of 584 (Batters leaderboard)
11:13:06 -> Parsing page 195 of 584 (Batters leaderboard)
11:13:08 -> Parsing page 196 of 584 (Batters leaderboard)
11:13:11 -> Parsing page 197 of 584 (Batters leaderboard)
11:13:13 -> Parsing page 198 of 584 (Batters leaderboard)
11:13:16 -> Parsing page 199 of 584 (Batters leaderboard)
11:13:18 -> Parsing page 200 of 584 (Batters leaderboard)
11:13:21 -> Parsing page 201 of 584 (Batters leaderboard)
11:13:23 -> Parsing page 202 of 584 (Batters leaderboard)
11:13:25 -> Parsing page 203 of 584 (Batters leaderboard)
11:13:27 -> Parsing page 204 of 584 (Batters leaderboard)
11:13:30 -> Parsing page 205 of 584 (Batters leaderboard)
11:13:32 -> Parsing page 206 of 584 (Batters leaderboard)
11:13:35 -> Parsing page 207 of 584 (Batters leaderboard)
11:13:37 -> Parsing page 208 of 584 (Batters leaderboard)
11:13:39 -> Parsing page 209 of 584 (Batters leaderboard)
11:13:42 -> Parsing page 210 of 584 (Batters leaderboard)
11:13:44 -> Parsing page 211 of 584 (Batters leaderboard)
11:13:47 -> Parsing page 212 of 584 (Batters leaderboard)
11:13:49 -> Parsing page 213 of 584 (Batters leaderboard)
11:13:52 -> Parsing page 214 of 584 (Batters leaderboard)
11:13:54 -> Parsing page 215 of 584 (Batters leaderboard)
11:13:56 -> Parsing page 216 of 584 (Batters leaderboard)
11:13:59 -> Parsing page 217 of 584 (Batters leaderboard)
11:14:01 -> Parsing page 218 of 584 (Batters leaderboard)
11:14:03 -> Parsing page 219 of 584 (Batters leaderboard)
11:14:06 -> Parsing page 220 of 584 (Batters leaderboard)
11:14:08 -> Parsing page 221 of 584 (Batters leaderboard)
11:14:11 -> Parsing page 222 of 584 (Batters leaderboard)
11:14:13 -> Parsing page 223 of 584 (Batters leaderboard)
11:14:16 -> Parsing page 224 of 584 (Batters leaderboard)
11:14:18 -> Parsing page 225 of 584 (Batters leaderboard)
11:14:23 -> Parsing page 226 of 584 (Batters leaderboard)
11:14:26 -> Parsing page 227 of 584 (Batters leaderboard)
11:14:28 -> Parsing page 228 of 584 (Batters leaderboard)
11:14:30 -> Parsing page 229 of 584 (Batters leaderboard)
11:14:33 -> Parsing page 230 of 584 (Batters leaderboard)
11:14:35 -> Parsing page 231 of 584 (Batters leaderboard)
11:14:37 -> Parsing page 232 of 584 (Batters leaderboard)
11:14:40 -> Parsing page 233 of 584 (Batters leaderboard)
11:14:42 -> Parsing page 234 of 584 (Batters leaderboard)
11:14:45 -> Parsing page 235 of 584 (Batters leaderboard)
11:14:47 -> Parsing page 236 of 584 (Batters leaderboard)
11:14:49 -> Parsing page 237 of 584 (Batters leaderboard)
11:14:52 -> Parsing page 238 of 584 (Batters leaderboard)
11:14:54 -> Parsing page 239 of 584 (Batters leaderboard)
11:14:57 -> Parsing page 240 of 584 (Batters leaderboard)
11:14:59 -> Parsing page 241 of 584 (Batters leaderboard)
11:15:02 -> Parsing page 242 of 584 (Batters leaderboard)
11:15:04 -> Parsing page 243 of 584 (Batters leaderboard)
11:15:06 -> Parsing page 244 of 584 (Batters leaderboard)
11:15:09 -> Parsing page 245 of 584 (Batters leaderboard)
11:15:11 -> Parsing page 246 of 584 (Batters leaderboard)
11:15:14 -> Parsing page 247 of 584 (Batters leaderboard)
11:15:16 -> Parsing page 248 of 584 (Batters leaderboard)
11:15:24 -> Parsing page 249 of 584 (Batters leaderboard)
11:15:29 -> Parsing page 250 of 584 (Batters leaderboard)
11:15:31 -> Parsing page 251 of 584 (Batters leaderboard)
11:15:34 -> Parsing page 252 of 584 (Batters leaderboard)
11:15:36 -> Parsing page 253 of 584 (Batters leaderboard)
11:15:38 -> Parsing page 254 of 584 (Batters leaderboard)
11:15:41 -> Parsing page 255 of 584 (Batters leaderboard)
11:15:43 -> Parsing page 256 of 584 (Batters leaderboard)
11:15:46 -> Parsing page 257 of 584 (Batters leaderboard)
11:15:48 -> Parsing page 258 of 584 (Batters leaderboard)
11:15:51 -> Parsing page 259 of 584 (Batters leaderboard)
11:15:53 -> Parsing page 260 of 584 (Batters leaderboard)
11:15:55 -> Parsing page 261 of 584 (Batters leaderboard)
11:15:58 -> Parsing page 262 of 584 (Batters leaderboard)
11:16:00 -> Parsing page 263 of 584 (Batters leaderboard)
11:16:03 -> Parsing page 264 of 584 (Batters leaderboard)
11:16:06 -> Parsing page 265 of 584 (Batters leaderboard)
11:16:08 -> Parsing page 266 of 584 (Batters leaderboard)
11:16:10 -> Parsing page 267 of 584 (Batters leaderboard)
11:16:12 -> Parsing page 268 of 584 (Batters leaderboard)
11:16:15 -> Parsing page 269 of 584 (Batters leaderboard)
11:16:17 -> Parsing page 270 of 584 (Batters leaderboard)
11:16:20 -> Parsing page 271 of 584 (Batters leaderboard)
11:16:22 -> Parsing page 272 of 584 (Batters leaderboard)
11:16:25 -> Parsing page 273 of 584 (Batters leaderboard)
11:16:27 -> Parsing page 274 of 584 (Batters leaderboard)
11:16:29 -> Parsing page 275 of 584 (Batters leaderboard)
11:16:32 -> Parsing page 276 of 584 (Batters leaderboard)
11:16:34 -> Parsing page 277 of 584 (Batters leaderboard)
11:16:37 -> Parsing page 278 of 584 (Batters leaderboard)
11:16:39 -> Parsing page 279 of 584 (Batters leaderboard)
11:16:41 -> Parsing page 280 of 584 (Batters leaderboard)
11:16:43 -> Parsing page 281 of 584 (Batters leaderboard)
11:16:45 -> Parsing page 282 of 584 (Batters leaderboard)
11:16:48 -> Parsing page 283 of 584 (Batters leaderboard)
11:16:50 -> Parsing page 284 of 584 (Batters leaderboard)
11:16:53 -> Parsing page 285 of 584 (Batters leaderboard)
11:16:55 -> Parsing page 286 of 584 (Batters leaderboard)
11:16:58 -> Parsing page 287 of 584 (Batters leaderboard)
11:17:00 -> Parsing page 288 of 584 (Batters leaderboard)
11:17:03 -> Parsing page 289 of 584 (Batters leaderboard)
11:17:05 -> Parsing page 290 of 584 (Batters leaderboard)
11:17:08 -> Parsing page 291 of 584 (Batters leaderboard)
11:17:10 -> Parsing page 292 of 584 (Batters leaderboard)
11:17:15 -> Parsing page 293 of 584 (Batters leaderboard)
11:17:17 -> Parsing page 294 of 584 (Batters leaderboard)
11:17:20 -> Parsing page 295 of 584 (Batters leaderboard)
11:17:22 -> Parsing page 296 of 584 (Batters leaderboard)
11:17:25 -> Parsing page 297 of 584 (Batters leaderboard)
11:17:27 -> Parsing page 298 of 584 (Batters leaderboard)
11:17:29 -> Parsing page 299 of 584 (Batters leaderboard)
11:17:32 -> Parsing page 300 of 584 (Batters leaderboard)
11:17:35 -> Parsing page 301 of 584 (Batters leaderboard)
11:17:38 -> Parsing page 302 of 584 (Batters leaderboard)
11:17:40 -> Parsing page 303 of 584 (Batters leaderboard)
11:17:42 -> Parsing page 304 of 584 (Batters leaderboard)
11:17:44 -> Parsing page 305 of 584 (Batters leaderboard)
11:17:47 -> Parsing page 306 of 584 (Batters leaderboard)
11:17:50 -> Parsing page 307 of 584 (Batters leaderboard)
11:17:52 -> Parsing page 308 of 584 (Batters leaderboard)
11:17:55 -> Parsing page 309 of 584 (Batters leaderboard)
11:17:57 -> Parsing page 310 of 584 (Batters leaderboard)
11:17:59 -> Parsing page 311 of 584 (Batters leaderboard)
11:18:01 -> Parsing page 312 of 584 (Batters leaderboard)
11:18:04 -> Parsing page 313 of 584 (Batters leaderboard)
11:18:06 -> Parsing page 314 of 584 (Batters leaderboard)
11:18:09 -> Parsing page 315 of 584 (Batters leaderboard)
11:18:12 -> Parsing page 316 of 584 (Batters leaderboard)
11:18:14 -> Parsing page 317 of 584 (Batters leaderboard)
11:18:16 -> Parsing page 318 of 584 (Batters leaderboard)
11:18:18 -> Parsing page 319 of 584 (Batters leaderboard)
11:18:21 -> Parsing page 320 of 584 (Batters leaderboard)
11:18:23 -> Parsing page 321 of 584 (Batters leaderboard)
11:18:26 -> Parsing page 322 of 584 (Batters leaderboard)
11:18:28 -> Parsing page 323 of 584 (Batters leaderboard)
11:18:30 -> Parsing page 324 of 584 (Batters leaderboard)
11:18:32 -> Parsing page 325 of 584 (Batters leaderboard)
11:18:35 -> Parsing page 326 of 584 (Batters leaderboard)
11:18:37 -> Parsing page 327 of 584 (Batters leaderboard)
11:18:40 -> Parsing page 328 of 584 (Batters leaderboard)
11:18:42 -> Parsing page 329 of 584 (Batters leaderboard)
11:18:44 -> Parsing page 330 of 584 (Batters leaderboard)
11:18:47 -> Parsing page 331 of 584 (Batters leaderboard)
11:18:49 -> Parsing page 332 of 584 (Batters leaderboard)
11:18:51 -> Parsing page 333 of 584 (Batters leaderboard)
11:18:54 -> Parsing page 334 of 584 (Batters leaderboard)
11:18:56 -> Parsing page 335 of 584 (Batters leaderboard)
11:18:59 -> Parsing page 336 of 584 (Batters leaderboard)
11:19:01 -> Parsing page 337 of 584 (Batters leaderboard)
11:19:03 -> Parsing page 338 of 584 (Batters leaderboard)
11:19:05 -> Parsing page 339 of 584 (Batters leaderboard)
11:19:08 -> Parsing page 340 of 584 (Batters leaderboard)
11:19:11 -> Parsing page 341 of 584 (Batters leaderboard)
11:19:13 -> Parsing page 342 of 584 (Batters leaderboard)
11:19:16 -> Parsing page 343 of 584 (Batters leaderboard)
11:19:18 -> Parsing page 344 of 584 (Batters leaderboard)
11:19:20 -> Parsing page 345 of 584 (Batters leaderboard)
11:19:23 -> Parsing page 346 of 584 (Batters leaderboard)
11:19:25 -> Parsing page 347 of 584 (Batters leaderboard)
11:19:27 -> Parsing page 348 of 584 (Batters leaderboard)
11:19:30 -> Parsing page 349 of 584 (Batters leaderboard)
11:19:32 -> Parsing page 350 of 584 (Batters leaderboard)
11:19:35 -> Parsing page 351 of 584 (Batters leaderboard)
11:19:37 -> Parsing page 352 of 584 (Batters leaderboard)
11:19:39 -> Parsing page 353 of 584 (Batters leaderboard)
11:19:42 -> Parsing page 354 of 584 (Batters leaderboard)
11:19:44 -> Parsing page 355 of 584 (Batters leaderboard)
11:19:46 -> Parsing page 356 of 584 (Batters leaderboard)
11:19:49 -> Parsing page 357 of 584 (Batters leaderboard)
11:19:51 -> Parsing page 358 of 584 (Batters leaderboard)
11:19:53 -> Parsing page 359 of 584 (Batters leaderboard)
11:19:56 -> Parsing page 360 of 584 (Batters leaderboard)
11:19:59 -> Parsing page 361 of 584 (Batters leaderboard)
11:20:04 -> Parsing page 362 of 584 (Batters leaderboard)
11:20:06 -> Parsing page 363 of 584 (Batters leaderboard)
11:20:09 -> Parsing page 364 of 584 (Batters leaderboard)
11:20:11 -> Parsing page 365 of 584 (Batters leaderboard)
11:20:14 -> Parsing page 366 of 584 (Batters leaderboard)
11:20:16 -> Parsing page 367 of 584 (Batters leaderboard)
11:20:19 -> Parsing page 368 of 584 (Batters leaderboard)
11:20:21 -> Parsing page 369 of 584 (Batters leaderboard)
11:20:23 -> Parsing page 370 of 584 (Batters leaderboard)
11:20:26 -> Parsing page 371 of 584 (Batters leaderboard)
11:20:28 -> Parsing page 372 of 584 (Batters leaderboard)
11:20:30 -> Parsing page 373 of 584 (Batters leaderboard)
11:20:33 -> Parsing page 374 of 584 (Batters leaderboard)
11:20:35 -> Parsing page 375 of 584 (Batters leaderboard)
11:20:37 -> Parsing page 376 of 584 (Batters leaderboard)
11:20:40 -> Parsing page 377 of 584 (Batters leaderboard)
11:20:42 -> Parsing page 378 of 584 (Batters leaderboard)
11:20:44 -> Parsing page 379 of 584 (Batters leaderboard)
11:20:47 -> Parsing page 380 of 584 (Batters leaderboard)
11:20:49 -> Parsing page 381 of 584 (Batters leaderboard)
11:20:52 -> Parsing page 382 of 584 (Batters leaderboard)
11:20:54 -> Parsing page 383 of 584 (Batters leaderboard)
11:20:57 -> Parsing page 384 of 584 (Batters leaderboard)
11:20:59 -> Parsing page 385 of 584 (Batters leaderboard)
11:21:02 -> Parsing page 386 of 584 (Batters leaderboard)
11:21:05 -> Parsing page 387 of 584 (Batters leaderboard)
11:21:07 -> Parsing page 388 of 584 (Batters leaderboard)
11:21:09 -> Parsing page 389 of 584 (Batters leaderboard)
11:21:12 -> Parsing page 390 of 584 (Batters leaderboard)
11:21:14 -> Parsing page 391 of 584 (Batters leaderboard)
11:21:16 -> Parsing page 392 of 584 (Batters leaderboard)
11:21:19 -> Parsing page 393 of 584 (Batters leaderboard)
11:21:21 -> Parsing page 394 of 584 (Batters leaderboard)
11:21:23 -> Parsing page 395 of 584 (Batters leaderboard)
11:21:26 -> Parsing page 396 of 584 (Batters leaderboard)
11:21:28 -> Parsing page 397 of 584 (Batters leaderboard)
11:21:38 -> Parsing page 398 of 584 (Batters leaderboard)
11:21:42 -> Parsing page 399 of 584 (Batters leaderboard)
11:21:45 -> Parsing page 400 of 584 (Batters leaderboard)
11:21:47 -> Parsing page 401 of 584 (Batters leaderboard)
11:21:50 -> Parsing page 402 of 584 (Batters leaderboard)
11:21:53 -> Parsing page 403 of 584 (Batters leaderboard)
11:21:55 -> Parsing page 404 of 584 (Batters leaderboard)
11:21:58 -> Parsing page 405 of 584 (Batters leaderboard)
11:22:00 -> Parsing page 406 of 584 (Batters leaderboard)
11:22:02 -> Parsing page 407 of 584 (Batters leaderboard)
11:22:05 -> Parsing page 408 of 584 (Batters leaderboard)
11:22:07 -> Parsing page 409 of 584 (Batters leaderboard)
11:22:10 -> Parsing page 410 of 584 (Batters leaderboard)
11:22:12 -> Parsing page 411 of 584 (Batters leaderboard)
11:22:15 -> Parsing page 412 of 584 (Batters leaderboard)
11:22:17 -> Parsing page 413 of 584 (Batters leaderboard)
11:22:20 -> Parsing page 414 of 584 (Batters leaderboard)
11:22:23 -> Parsing page 415 of 584 (Batters leaderboard)
11:22:26 -> Parsing page 416 of 584 (Batters leaderboard)
11:22:28 -> Parsing page 417 of 584 (Batters leaderboard)
11:22:30 -> Parsing page 418 of 584 (Batters leaderboard)
11:22:33 -> Parsing page 419 of 584 (Batters leaderboard)
11:22:35 -> Parsing page 420 of 584 (Batters leaderboard)
11:22:38 -> Parsing page 421 of 584 (Batters leaderboard)
11:22:40 -> Parsing page 422 of 584 (Batters leaderboard)
11:22:43 -> Parsing page 423 of 584 (Batters leaderboard)
11:22:45 -> Parsing page 424 of 584 (Batters leaderboard)
11:22:48 -> Parsing page 425 of 584 (Batters leaderboard)
11:22:50 -> Parsing page 426 of 584 (Batters leaderboard)
11:22:52 -> Parsing page 427 of 584 (Batters leaderboard)
11:22:55 -> Parsing page 428 of 584 (Batters leaderboard)
11:22:58 -> Parsing page 429 of 584 (Batters leaderboard)
11:23:00 -> Parsing page 430 of 584 (Batters leaderboard)
11:23:02 -> Parsing page 431 of 584 (Batters leaderboard)
11:23:05 -> Parsing page 432 of 584 (Batters leaderboard)
11:23:07 -> Parsing page 433 of 584 (Batters leaderboard)
11:23:09 -> Parsing page 434 of 584 (Batters leaderboard)
11:23:11 -> Parsing page 435 of 584 (Batters leaderboard)
11:23:14 -> Parsing page 436 of 584 (Batters leaderboard)
11:23:17 -> Parsing page 437 of 584 (Batters leaderboard)
11:23:19 -> Parsing page 438 of 584 (Batters leaderboard)
11:23:22 -> Parsing page 439 of 584 (Batters leaderboard)
11:23:24 -> Parsing page 440 of 584 (Batters leaderboard)
11:23:26 -> Parsing page 441 of 584 (Batters leaderboard)
11:23:29 -> Parsing page 442 of 584 (Batters leaderboard)
11:23:31 -> Parsing page 443 of 584 (Batters leaderboard)
11:23:33 -> Parsing page 444 of 584 (Batters leaderboard)
11:23:36 -> Parsing page 445 of 584 (Batters leaderboard)
11:23:39 -> Parsing page 446 of 584 (Batters leaderboard)
11:23:41 -> Parsing page 447 of 584 (Batters leaderboard)
11:23:44 -> Parsing page 448 of 584 (Batters leaderboard)
11:23:46 -> Parsing page 449 of 584 (Batters leaderboard)
11:23:50 -> Parsing page 450 of 584 (Batters leaderboard)
11:23:52 -> Parsing page 451 of 584 (Batters leaderboard)
11:23:54 -> Parsing page 452 of 584 (Batters leaderboard)
11:23:57 -> Parsing page 453 of 584 (Batters leaderboard)
11:23:59 -> Parsing page 454 of 584 (Batters leaderboard)
11:24:02 -> Parsing page 455 of 584 (Batters leaderboard)
11:24:04 -> Parsing page 456 of 584 (Batters leaderboard)
11:24:07 -> Parsing page 457 of 584 (Batters leaderboard)
11:24:09 -> Parsing page 458 of 584 (Batters leaderboard)
11:24:11 -> Parsing page 459 of 584 (Batters leaderboard)
11:24:13 -> Parsing page 460 of 584 (Batters leaderboard)
11:24:16 -> Parsing page 461 of 584 (Batters leaderboard)
11:24:18 -> Parsing page 462 of 584 (Batters leaderboard)
11:24:20 -> Parsing page 463 of 584 (Batters leaderboard)
11:24:23 -> Parsing page 464 of 584 (Batters leaderboard)
11:24:25 -> Parsing page 465 of 584 (Batters leaderboard)
11:24:28 -> Parsing page 466 of 584 (Batters leaderboard)
11:24:30 -> Parsing page 467 of 584 (Batters leaderboard)
11:24:33 -> Parsing page 468 of 584 (Batters leaderboard)
11:24:35 -> Parsing page 469 of 584 (Batters leaderboard)
11:24:37 -> Parsing page 470 of 584 (Batters leaderboard)
11:24:40 -> Parsing page 471 of 584 (Batters leaderboard)
11:24:42 -> Parsing page 472 of 584 (Batters leaderboard)
11:24:44 -> Parsing page 473 of 584 (Batters leaderboard)
11:24:47 -> Parsing page 474 of 584 (Batters leaderboard)
11:24:49 -> Parsing page 475 of 584 (Batters leaderboard)
11:24:52 -> Parsing page 476 of 584 (Batters leaderboard)
11:24:54 -> Parsing page 477 of 584 (Batters leaderboard)
11:24:57 -> Parsing page 478 of 584 (Batters leaderboard)
11:24:59 -> Parsing page 479 of 584 (Batters leaderboard)
11:25:02 -> Parsing page 480 of 584 (Batters leaderboard)
11:25:04 -> Parsing page 481 of 584 (Batters leaderboard)
11:25:06 -> Parsing page 482 of 584 (Batters leaderboard)
11:25:09 -> Parsing page 483 of 584 (Batters leaderboard)
11:25:12 -> Parsing page 484 of 584 (Batters leaderboard)
11:25:15 -> Parsing page 485 of 584 (Batters leaderboard)
11:25:18 -> Parsing page 486 of 584 (Batters leaderboard)
11:25:20 -> Parsing page 487 of 584 (Batters leaderboard)
11:25:23 -> Parsing page 488 of 584 (Batters leaderboard)
11:25:25 -> Parsing page 489 of 584 (Batters leaderboard)
11:25:28 -> Parsing page 490 of 584 (Batters leaderboard)
11:25:30 -> Parsing page 491 of 584 (Batters leaderboard)
11:25:32 -> Parsing page 492 of 584 (Batters leaderboard)
11:25:34 -> Parsing page 493 of 584 (Batters leaderboard)
11:25:37 -> Parsing page 494 of 584 (Batters leaderboard)
11:25:39 -> Parsing page 495 of 584 (Batters leaderboard)
11:25:42 -> Parsing page 496 of 584 (Batters leaderboard)
11:25:44 -> Parsing page 497 of 584 (Batters leaderboard)
11:25:47 -> Parsing page 498 of 584 (Batters leaderboard)
11:25:50 -> Parsing page 499 of 584 (Batters leaderboard)
11:25:52 -> Parsing page 500 of 584 (Batters leaderboard)
11:25:55 -> Parsing page 501 of 584 (Batters leaderboard)
11:25:57 -> Parsing page 502 of 584 (Batters leaderboard)
11:25:59 -> Parsing page 503 of 584 (Batters leaderboard)
11:26:02 -> Parsing page 504 of 584 (Batters leaderboard)
11:26:04 -> Parsing page 505 of 584 (Batters leaderboard)
11:26:07 -> Parsing page 506 of 584 (Batters leaderboard)
11:26:09 -> Parsing page 507 of 584 (Batters leaderboard)
11:26:13 -> Parsing page 508 of 584 (Batters leaderboard)
11:26:15 -> Parsing page 509 of 584 (Batters leaderboard)
11:26:17 -> Parsing page 510 of 584 (Batters leaderboard)
11:26:20 -> Parsing page 511 of 584 (Batters leaderboard)
11:26:22 -> Parsing page 512 of 584 (Batters leaderboard)
11:26:25 -> Parsing page 513 of 584 (Batters leaderboard)
11:26:27 -> Parsing page 514 of 584 (Batters leaderboard)
11:26:29 -> Parsing page 515 of 584 (Batters leaderboard)
11:26:32 -> Parsing page 516 of 584 (Batters leaderboard)
11:26:34 -> Parsing page 517 of 584 (Batters leaderboard)
11:26:37 -> Parsing page 518 of 584 (Batters leaderboard)
11:26:39 -> Parsing page 519 of 584 (Batters leaderboard)
11:26:42 -> Parsing page 520 of 584 (Batters leaderboard)
11:26:44 -> Parsing page 521 of 584 (Batters leaderboard)
11:26:46 -> Parsing page 522 of 584 (Batters leaderboard)
11:26:49 -> Parsing page 523 of 584 (Batters leaderboard)
11:26:51 -> Parsing page 524 of 584 (Batters leaderboard)
11:26:54 -> Parsing page 525 of 584 (Batters leaderboard)
11:26:56 -> Parsing page 526 of 584 (Batters leaderboard)
11:26:59 -> Parsing page 527 of 584 (Batters leaderboard)
11:27:01 -> Parsing page 528 of 584 (Batters leaderboard)
11:27:03 -> Parsing page 529 of 584 (Batters leaderboard)
11:27:06 -> Parsing page 530 of 584 (Batters leaderboard)
11:27:09 -> Parsing page 531 of 584 (Batters leaderboard)
11:27:11 -> Parsing page 532 of 584 (Batters leaderboard)
11:27:14 -> Parsing page 533 of 584 (Batters leaderboard)
11:27:16 -> Parsing page 534 of 584 (Batters leaderboard)
11:27:18 -> Parsing page 535 of 584 (Batters leaderboard)
11:27:21 -> Parsing page 536 of 584 (Batters leaderboard)
11:27:23 -> Parsing page 537 of 584 (Batters leaderboard)
11:27:26 -> Parsing page 538 of 584 (Batters leaderboard)
11:27:28 -> Parsing page 539 of 584 (Batters leaderboard)
11:27:31 -> Parsing page 540 of 584 (Batters leaderboard)
11:27:33 -> Parsing page 541 of 584 (Batters leaderboard)
11:27:35 -> Parsing page 542 of 584 (Batters leaderboard)
11:27:38 -> Parsing page 543 of 584 (Batters leaderboard)
11:27:40 -> Parsing page 544 of 584 (Batters leaderboard)
11:27:42 -> Parsing page 545 of 584 (Batters leaderboard)
11:27:45 -> Parsing page 546 of 584 (Batters leaderboard)
11:27:47 -> Parsing page 547 of 584 (Batters leaderboard)
11:27:49 -> Parsing page 548 of 584 (Batters leaderboard)
11:27:52 -> Parsing page 549 of 584 (Batters leaderboard)
11:27:54 -> Parsing page 550 of 584 (Batters leaderboard)
11:27:56 -> Parsing page 551 of 584 (Batters leaderboard)
11:27:59 -> Parsing page 552 of 584 (Batters leaderboard)
11:28:02 -> Parsing page 553 of 584 (Batters leaderboard)
11:28:04 -> Parsing page 554 of 584 (Batters leaderboard)
11:28:08 -> Parsing page 555 of 584 (Batters leaderboard)
11:28:11 -> Parsing page 556 of 584 (Batters leaderboard)
11:28:13 -> Parsing page 557 of 584 (Batters leaderboard)
11:28:16 -> Parsing page 558 of 584 (Batters leaderboard)
11:28:18 -> Parsing page 559 of 584 (Batters leaderboard)
11:28:21 -> Parsing page 560 of 584 (Batters leaderboard)
11:28:23 -> Parsing page 561 of 584 (Batters leaderboard)
11:28:25 -> Parsing page 562 of 584 (Batters leaderboard)
11:28:28 -> Parsing page 563 of 584 (Batters leaderboard)
11:28:30 -> Parsing page 564 of 584 (Batters leaderboard)
11:28:33 -> Parsing page 565 of 584 (Batters leaderboard)
11:28:35 -> Parsing page 566 of 584 (Batters leaderboard)
11:28:37 -> Parsing page 567 of 584 (Batters leaderboard)
